http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/1792BDF04E6CAE5385257FFF00569027?OpenDocument&lang=fra&,BAVARIAN NORDIC,6D02444311,2014-09-12,1132 Produits pharmaceutiques et autres produits médicaux,-,2014-08-21 to 2019-03-31,20 245 027.46 $,920O - Document contractuel distribué par Services publics et Approvisionnement Canada (PSPC) au nom de l'Agence de la santé publique du Canada.  ACAN - Préavis d'adjudication de contrat.  Ceci est un contrat pluriannuel.  Il y a une ou plusieurs modifications.  Produits pharmaceutiques et biologiques.  Sécurité en matière de santé
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/7D0E6EE21E9F24D785257FFF0056903D?OpenDocument&lang=fra&,STERIS CANADA INC.,6D06333322,2014-10-28,0665 Autre équipement ,-,2014-08-13 to 2016-03-31,96 114.78 $,920O - Document contractuel distribué par Services publics et Approvisionnement Canada (PSPC) au nom de l'Agence de la santé publique du Canada.  TC - Contrat à source concurrentielle.  Ceci est un contrat pluriannuel.  .  Articles divers - réparation.  Infrastructure de santé publique
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/49A2F181B4CEAD6085257FFF00568E51?OpenDocument&lang=fra&,TURTLE ISLAND STAFFING,4500333240,2015-05-07,0813 Services d'aide temporaire,-,2015-05-11 to 2016-06-30,118 631.35 $,"SAC - Ceci est un arrangement en matière d'approvisionnement de Santé Canada, de l'Agence de la santé publique du Canada ou de Services publics et Approvisionnement Canada (PSPC).  OB - Contrat à source concurrentielle.  Ceci est un contrat pluriannuel.  Il y a une ou plusieurs modifications.  Services de rédaction technique.  Services internes"
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/453AB4041E4510E985257FFF0056904B?OpenDocument&lang=fra&,BIO-RAD LABORATORIES (CANADA) LTD.,6D06345752,2015-05-26,"0660 Instruments, appareils et accessoires de mesure, de contrôle, de laboratoire, de médecine et d'optique",-,2015-05-26 to 2017-05-25,125 900.78 $,"920O - Document contractuel distribué par Services publics et Approvisionnement Canada (PSPC) au nom de l'Agence de la santé publique du Canada.  TN - Contrat à source unique.  Ceci est un contrat pluriannuel.  .  Instruments, équipement et fournitures médicaux chirurgicaux - réparation .  Infrastructure de santé publique"
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/3CEE1622A1BA603485257FFF00568E4E?OpenDocument&lang=fra&,ALTIS HUMAN RESOURCES,4500333142,2015-06-01,0813 Services d'aide temporaire,-,2015-06-01 to 2016-10-14,156 889.20 $,"TH - Cette commande subséquente est un contrat en vertu d'un arrangement administratif, connu comme une offre à commandes, qui peut être initié par Services publics et Approvisionnement Canada (PSPC) ou n'importe quel autre ministère.  TC - Contrat à source concurrentielle.  Ceci est un contrat pluriannuel.  .  Études d'évaluation de programmes.  Promotion de la santé et prévention des maladies "
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/DE21BC7CCB55A67785257FFF00568E54?OpenDocument&lang=fra&,DYNAMIC PERSONNEL CONSULTANTS,4500334606,2015-06-09,0491 Services de conseillers en gestion,-,2015-06-10 to 2016-10-25,129 667.50 $,"SAC - Ceci est un arrangement en matière d'approvisionnement de Santé Canada, de l'Agence de la santé publique du Canada ou de Services publics et Approvisionnement Canada (PSPC).  TC - Contrat à source concurrentielle.  Ceci est un contrat pluriannuel.  Il y a une ou plusieurs modifications.  Services de consultation en matière des gestion du changement et de développement organisationnel .  Sécurité en matière de santé"
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/115DBECFC219B7B985257FFF00568E58?OpenDocument&lang=fra&,BD BIOSCIENCES-CANADA,4500334670,2015-06-10,"0660 Instruments, appareils et accessoires de mesure, de contrôle, de laboratoire, de médecine et d'optique",-,2015-07-01 to 2017-06-30,47 199.60 $,"PS1 - Contrat à long formulaire.  TN - Contrat à source unique.  Ceci est un contrat pluriannuel.  Il y a une ou plusieurs modifications.  Instruments, équipement et fournitures médicaux chirurgicaux - réparation .  Infrastructure de santé publique"
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/7988A343A5FE77A385257FFF00568E5B?OpenDocument&lang=fra&,ALTIS HUMAN RESOURCES,4500334762,2015-06-12,0813 Services d'aide temporaire,-,2015-07-13 to 2016-11-25,95 674.28 $,"TH - Cette commande subséquente est un contrat en vertu d'un arrangement administratif, connu comme une offre à commandes, qui peut être initié par Services publics et Approvisionnement Canada (PSPC) ou n'importe quel autre ministère.  TC - Contrat à source concurrentielle.  Ceci est un contrat pluriannuel.  Il y a une ou plusieurs modifications.  Services d'examen et d'élaboration de politiques.  Promotion de la santé et prévention des maladies "
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/1C354454B2657F4685257FFF00568E5E?OpenDocument&lang=fra&,MAXSYS STAFFING AND CONSULTING INC,4500335180,2015-06-24,0492 Contrats de recherche ,-,2015-07-02 to 2016-06-01,101 899.64 $,"SAC - Ceci est un arrangement en matière d'approvisionnement de Santé Canada, de l'Agence de la santé publique du Canada ou de Services publics et Approvisionnement Canada (PSPC).  TC - Contrat à source concurrentielle.  .  Il y a une ou plusieurs modifications.  Services de santé.  Sécurité en matière de santé"
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/5FB1DA917AA1D56585257FFF00568E61?OpenDocument&lang=fra&,STENOTRAN SERVICES INC.,4500335703,2015-07-10,0859 Autres services commerciaux qui ne sont pas précisés ailleurs,-,2015-07-20 to 2017-07-19,158 200.00 $,PS1 - Contrat à long formulaire.  OB - Contrat à source concurrentielle.  Ceci est un contrat pluriannuel.  Il y a une ou plusieurs modifications.  Services de transcription.  Services internes
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/6AC3045D1097D17685257FFF00568E62?OpenDocument&lang=fra&,CHRONIC DISEASE PREVENTION ALLIANCE,4500336487,2015-08-05,0499 Autres services professionnels non précisés ailleurs,-,2015-08-05 to 2017-06-30,59 007.84 $,PS1 - Contrat à long formulaire.  TC - Contrat à source concurrentielle.  Ceci est un contrat pluriannuel.  .  Études et analyses sur l'éducation.  Promotion de la santé et prévention des maladies 
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/E21B6658EA7E04A885257FFF00568E66?OpenDocument&lang=fra&,UNIVERSITÉ DE SAINT-BONIFACE (USB),4500336679,2015-08-10,"0447 Frais d'enseignement et frais de participation à des cours comprenant les séminaires, non spécifiés ailleurs ",-,2015-08-13 to 2016-10-07,55 270.96 $,"942 - Cette commande subséquente est un contrat en vertu d'un arrangement administratif, connu comme une offre à commandes, qui peut être initié par Services publics et Approvisionnement Canada (PSPC) ou n'importe quel autre ministère.  OB - Contrat à source concurrentielle.  Ceci est un contrat pluriannuel.  Il y a une ou plusieurs modifications.  Autres services pédagogiques et de formation.  Infrastructure de santé publique"
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/ED9DD4FE4B4B276D85257FFF00568E69?OpenDocument&lang=fra&,QMR CONSULTING AND PROFESSIONAL STAFFING,4500338696,2015-10-01,0813 Services d'aide temporaire,-,2015-10-01 to 2016-09-30,273 894.35 $,"SAC - Ceci est un arrangement en matière d'approvisionnement de Santé Canada, de l'Agence de la santé publique du Canada ou de Services publics et Approvisionnement Canada (PSPC).  OB - Contrat à source concurrentielle.  Ceci est un contrat pluriannuel.  .  Services de soutien et de gestion de programmes.  Services internes"
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/3095CE0832F7F25C85257FFF00568E6D?OpenDocument&lang=fra&,GORDON GUYATT,4500340302,2015-11-05,0492 Contrats de recherche ,-,2015-11-18 to 2016-06-30,13 800.00 $,PS2 - Contrat à court formulaire.  TN - Contrat à source unique.  .  .  Autre recherche et développement.  Promotion de la santé et prévention des maladies 
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/66632DA552121A4185257FFF00568E72?OpenDocument&lang=fra&,6156487 CANADA INC.,4500340681,2015-11-17,0473 Experts-conseils en technologie de l'information et en télécommunications,-,2015-11-18 to 2017-03-31,24 577.50 $,PS1 - Contrat à long formulaire.  TN - Contrat à source unique.  Ceci est un contrat pluriannuel.  .  Analyses de données - autre que scientifique.  Promotion de la santé et prévention des maladies 
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/0E36F3ABAA10692185257FFF00569022?OpenDocument&lang=fra&,EASTERN HEALTH,6D0235362K,2015-11-25,0362 Services d'accès à des données et à des bases de données,-,2015-07-08 to 2016-03-31,33 877.30 $,"920O - Document contractuel distribué par Services publics et Approvisionnement Canada (PSPC) au nom de l'Agence de la santé publique du Canada.  TN - Contrat à source unique.  .  Il y a une ou plusieurs modifications.  Services de nouvelles automatisées, service informatique ou autres services d'information (y compris des services d'acquisition de données, versions électroniques de livres, de périodiques).  Promotion de la santé et prévention des maladies "
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/F1A89F0D3DC577E885257FFF00569014?OpenDocument&lang=fra&,IWK HEALTH CENTRE,6D0235362D,2015-11-25,0362 Services d'accès à des données et à des bases de données,-,2015-07-08 to 2016-03-31,120 830.49 $,"920O - Document contractuel distribué par Services publics et Approvisionnement Canada (PSPC) au nom de l'Agence de la santé publique du Canada.  TN - Contrat à source unique.  .  .  Services de nouvelles automatisées, service informatique ou autres services d'information (y compris des services d'acquisition de données, versions électroniques de livres, de périodiques).  Promotion de la santé et prévention des maladies "
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/6B8080605503877585257FFF00569045?OpenDocument&lang=fra&,BRUKER LTD,6D06345481,2015-12-03,"0660 Instruments, appareils et accessoires de mesure, de contrôle, de laboratoire, de médecine et d'optique",-,2015-04-01 to 2017-03-31,89 355.00 $,"920O - Document contractuel distribué par Services publics et Approvisionnement Canada (PSPC) au nom de l'Agence de la santé publique du Canada.  TN - Contrat à source unique.  Ceci est un contrat pluriannuel.  .  Instruments, équipement et fournitures médicaux chirurgicaux - réparation .  Infrastructure de santé publique"
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/5B2345D1FEFBAA8485257FFF00568E75?OpenDocument&lang=fra&,NATHALIE HOLMES,4500341678,2015-12-08,0499 Autres services professionnels non précisés ailleurs,-,2016-01-11 to 2016-06-30,35 848.25 $,PS1 - Contrat à long formulaire.  TN - Contrat à source unique.  .  Il y a une ou plusieurs modifications.  Études sur la médecine et la santé.  Promotion de la santé et prévention des maladies 
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/00CB7EB5A1C7315985257FFF0056900F?OpenDocument&lang=fra&,CHU SAINTE-JUSTINE RESEARCH CENTRE,6D0235362B,2015-12-10,0362 Services d'accès à des données et à des bases de données,-,2015-07-28 to 2016-03-31,265 580.90 $,"920O - Document contractuel distribué par Services publics et Approvisionnement Canada (PSPC) au nom de l'Agence de la santé publique du Canada.  TN - Contrat à source unique.  .  .  Services de nouvelles automatisées, service informatique ou autres services d'information (y compris des services d'acquisition de données, versions électroniques de livres, de périodiques).  Promotion de la santé et prévention des maladies "
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/1C43E9F673091F2A85257FFF0056900C?OpenDocument&lang=fra&,UNIVERSITY OF BRITISH COLUMBIA,6D0235362A,2015-12-10,0362 Services d'accès à des données et à des bases de données,-,2015-07-16 to 2017-03-31,105 291.19 $,"920O - Document contractuel distribué par Services publics et Approvisionnement Canada (PSPC) au nom de l'Agence de la santé publique du Canada.  TN - Contrat à source unique.  Ceci est un contrat pluriannuel.  Il y a une ou plusieurs modifications.  Services de nouvelles automatisées, service informatique ou autres services d'information (y compris des services d'acquisition de données, versions électroniques de livres, de périodiques).  Promotion de la santé et prévention des maladies "
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/636C22A3CD83E53885257FFF00569017?OpenDocument&lang=fra&,SASKATCHEWAN CANCER AGENCY,6D0235362E,2015-12-11,0362 Services d'accès à des données et à des bases de données,-,2015-07-09 to 2016-04-30,91 472.62 $,"920O - Document contractuel distribué par Services publics et Approvisionnement Canada (PSPC) au nom de l'Agence de la santé publique du Canada.  TN - Contrat à source unique.  .  Il y a une ou plusieurs modifications.  Services de nouvelles automatisées, service informatique ou autres services d'information (y compris des services d'acquisition de données, versions électroniques de livres, de périodiques).  Promotion de la santé et prévention des maladies "
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/BDF7FDFBFD5FA4F885257FFF0056901C?OpenDocument&lang=fra&,CANCERCARE MANITOBA,6D0235362I,2015-12-11,0362 Services d'accès à des données et à des bases de données,-,2015-07-16 to 2016-03-31,53 929.66 $,"920O - Document contractuel distribué par Services publics et Approvisionnement Canada (PSPC) au nom de l'Agence de la santé publique du Canada.  TN - Contrat à source unique.  .  Il y a une ou plusieurs modifications.  Services de nouvelles automatisées, service informatique ou autres services d'information (y compris des services d'acquisition de données, versions électroniques de livres, de périodiques).  Promotion de la santé et prévention des maladies "
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/CFAFB9A57CEA6B1A85257FFF00569019?OpenDocument&lang=fra&,CHU DE QUÉBEC - UNIVERSITE LAVAL,6D0235362G,2015-12-11,0362 Services d'accès à des données et à des bases de données,-,2015-07-09 to 2016-03-31,102 218.63 $,"920O - Document contractuel distribué par Services publics et Approvisionnement Canada (PSPC) au nom de l'Agence de la santé publique du Canada.  TN - Contrat à source unique.  .  Il y a une ou plusieurs modifications.  Services de nouvelles automatisées, service informatique ou autres services d'information (y compris des services d'acquisition de données, versions électroniques de livres, de périodiques).  Promotion de la santé et prévention des maladies "
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/3142EE70F73028F985257FFF00569013?OpenDocument&lang=fra&,ALBERTA HEALTH SERVICES,6D0235362C,2015-12-14,0362 Services d'accès à des données et à des bases de données,-,2015-07-08 to 2016-03-31,157 341.26 $,"920O - Document contractuel distribué par Services publics et Approvisionnement Canada (PSPC) au nom de l'Agence de la santé publique du Canada.  TN - Contrat à source unique.  .  .  Services de nouvelles automatisées, service informatique ou autres services d'information (y compris des services d'acquisition de données, versions électroniques de livres, de périodiques).  Promotion de la santé et prévention des maladies "
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/84C6B19F1E1DE26985257FFF0056901F?OpenDocument&lang=fra&,UNIVERSITY OF ALBERTA,6D0235362J,2015-12-14,0362 Services d'accès à des données et à des bases de données,-,2015-07-08 to 2016-04-30,196 210.02 $,"920O - Document contractuel distribué par Services publics et Approvisionnement Canada (PSPC) au nom de l'Agence de la santé publique du Canada.  TN - Contrat à source unique.  .  Il y a une ou plusieurs modifications.  Services de nouvelles automatisées, service informatique ou autres services d'information (y compris des services d'acquisition de données, versions électroniques de livres, de périodiques).  Promotion de la santé et prévention des maladies "
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/862570FF87FE6B6E85257FFF00568E78?OpenDocument&lang=fra&,QMR CONSULTING AND PROFESSIONAL STAFFING,4500342397,2015-12-22,0813 Services d'aide temporaire,-,2016-01-05 to 2016-12-05,181 631.37 $,"SAC - Ceci est un arrangement en matière d'approvisionnement de Santé Canada, de l'Agence de la santé publique du Canada ou de Services publics et Approvisionnement Canada (PSPC).  OB - Contrat à source concurrentielle.  .  Il y a une ou plusieurs modifications.  Services de soutien et de gestion de programmes.  Services internes"
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/042E6D7926196C9C85257FFF00569005?OpenDocument&lang=fra&,C17 COUNCIL,6D0230752,2016-01-08,0362 Services d'accès à des données et à des bases de données,-,2015-10-01 to 2017-03-31,340 819.45 $,920O - Document contractuel distribué par Services publics et Approvisionnement Canada (PSPC) au nom de l'Agence de la santé publique du Canada.  OB - Contrat à source concurrentielle.  Ceci est un contrat pluriannuel.  Il y a une ou plusieurs modifications.  Services de radiodiffusion d'information et de données et de distribution de données.  Promotion de la santé et prévention des maladies 
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/0177C823A615695485257FFF00568E7B?OpenDocument&lang=fra&,SPI CONSULTANTS,4500343531,2016-01-20,0813 Services d'aide temporaire,-,2016-02-22 to 2016-06-30,17 335.10 $,"TH - Cette commande subséquente est un contrat en vertu d'un arrangement administratif, connu comme une offre à commandes, qui peut être initié par Services publics et Approvisionnement Canada (PSPC) ou n'importe quel autre ministère.  TC - Contrat à source concurrentielle.  .  .  Services administratifs .  Promotion de la santé et prévention des maladies "
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/BBD97E221CD031B085257FFF00568E7D?OpenDocument&lang=fra&,ÉCOLE DE LANGUES ABCE INC.,4500343900,2016-01-26,"0447 Frais d'enseignement et frais de participation à des cours comprenant les séminaires, non spécifiés ailleurs ",-,2016-02-29 to 2016-11-04,11 571.00 $,"942 - Cette commande subséquente est un contrat en vertu d'un arrangement administratif, connu comme une offre à commandes, qui peut être initié par Services publics et Approvisionnement Canada (PSPC) ou n'importe quel autre ministère.  TC - Contrat à source concurrentielle.  .  .  Autres services pédagogiques et de formation.  Promotion de la santé et prévention des maladies "
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/D1B54DC3E011383E85257FFF00568E80?OpenDocument&lang=fra&,DMTI SPATIAL INC.,4500344753,2016-02-11,1284 Logiciels client,-,2016-04-01 to 2017-03-31,20 859.80 $,"SAC - Ceci est un arrangement en matière d'approvisionnement de Santé Canada, de l'Agence de la santé publique du Canada ou de Services publics et Approvisionnement Canada (PSPC).  TC - Contrat à source concurrentielle.  .  Il y a une ou plusieurs modifications.  Logiciel de traitement automatique de données (TAD).  Sécurité en matière de santé"
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/3A79C90CBE73560C85257FFF00568E83?OpenDocument&lang=fra&,SPIRIT PERSONNEL INC,4500344814,2016-02-12,0813 Services d'aide temporaire,-,2016-02-16 to 2017-01-13,71 114.72 $,"TH - Cette commande subséquente est un contrat en vertu d'un arrangement administratif, connu comme une offre à commandes, qui peut être initié par Services publics et Approvisionnement Canada (PSPC) ou n'importe quel autre ministère.  TC - Contrat à source concurrentielle.  .  Il y a une ou plusieurs modifications.  Services administratifs .  Infrastructure de santé publique"
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/811157008EA2659785257FFF00568E85?OpenDocument&lang=fra&,KAMELEONS & CIE SOLUTIONS,4500344847,2016-02-12,0491 Services de conseillers en gestion,-,2016-02-22 to 2016-06-30,22 935.05 $,"942 - Cette commande subséquente est un contrat en vertu d'un arrangement administratif, connu comme une offre à commandes, qui peut être initié par Services publics et Approvisionnement Canada (PSPC) ou n'importe quel autre ministère.  OB - Contrat à source concurrentielle.  .  Il y a une ou plusieurs modifications.  Autres études de soutien administratif.  Infrastructure de santé publique"
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/89ACCE626429AC0B85257FFF00568E89?OpenDocument&lang=fra&,TURTLE ISLAND STAFFING,4500344854,2016-02-12,0813 Services d'aide temporaire,-,2016-03-02 to 2016-09-30,31 257.76 $,"TH - Cette commande subséquente est un contrat en vertu d'un arrangement administratif, connu comme une offre à commandes, qui peut être initié par Services publics et Approvisionnement Canada (PSPC) ou n'importe quel autre ministère.  TC - Contrat à source concurrentielle.  .  .  Services administratifs .  Promotion de la santé et prévention des maladies "
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/585A6B7D392BB3BD85257FFF00568E8E?OpenDocument&lang=fra&,FENIX SOLUTIONS,4500345416,2016-02-23,0499 Autres services professionnels non précisés ailleurs,-,2016-04-01 to 2019-03-31,22 950.30 $,PS1 - Contrat à long formulaire.  TN - Contrat à source unique.  .  .  Services de gestion de réseaux de télécommunications.  Services internes
http://www.contracts-contrats.phac-aspc.gc.ca/phac-aspc/pd-dp/cd-dc.nsf/WEBbypurposeF/E69A76625125EBD385257FFF00568E8B?OpenDocument&lang=fra&,UNIVERSAL QUALITYSOLUTIONS INC,4500345309,2016-02-25,0499 Autres services professionnels non précisés ailleurs,-,2016-02-25 to 2016-05-31,15 899.10 $,PS1 - Contrat à long formulaire.  TN - Contrat à source unique.  .  .  Services de rédaction technique.  Sécurité en matière de santé
